gene_name	se_id	transcript_id	ensembl_gene_id	chr	start	end	strand	tss	gene_type	gene_status	reads_2i_1	reads_2i_2	reads_ser_1	reads_ser_2	reads_sahlen	score_2i	score_ser	score_sahlen	rpkm_2i	rpkm_ser	rpkm_episc	reads_ser	in.joshi	in.sahlen	in.dowen	in.novo
Dusp13	6709	ENSMUST00000120984	ENSMUSG00000021768	chr14	22557123	22562123	-	22559623	protein_coding	KNOWN	1	6	4	10	0	5.75	10.06	0	0.3	0.1	0	6.48074069840786	1	0	0	0
Dusp27	556	ENSMUST00000085992	ENSMUSG00000026564	chr1	168055529	168060529	-	168058029	protein_coding	KNOWN	11	21	15	22	25	7.61	7.46	0	2.8	18.4	0.2	18.165902124585	1	0	0	1
Dusp5	8519	ENSMUST00000038287	ENSMUSG00000034765	chr19	53601099	53606099	+	53603599	protein_coding	KNOWN	3	4	10	3	14	3.25	8.47	11.94	0.9	6	3.7	5.47722557505166	1	1	0	1
Dync1h1	6186	ENSMUST00000018851	ENSMUSG00000018707	chr12	111837162	111842162	+	111839662	protein_coding	KNOWN	6	5	13	5	9	6.99	17.98	8.86	16.9	22.5	11.4	8.06225774829855	1	1	1	1
Dync1h1	6188	ENSMUST00000018851	ENSMUSG00000018707	chr12	111837162	111842162	+	111839662	protein_coding	KNOWN	5	13	4	5	8	10.77	0	6.74	16.9	22.5	11.4	4.47213595499958	0	1	0	0
Dysf	3184	ENSMUST00000113821	ENSMUSG00000033788	chr6	83956084	83961084	+	83958584	protein_coding	KNOWN	0	0	0	0	5	0	0	9.01	0.3	1.5	2.1	0	0	1	0	0
E130012A19Rik	5711	ENSMUST00000052281	ENSMUSG00000043439	chr11	97488530	97493530	-	97491030	protein_coding	KNOWN	14	16	19	19	17	10.16	3.37	8.49	68.8	83.2	15.8	19	0	1	0	0
E130208F15Rik	3525	ENSMUST00000098585	ENSMUSG00000074210	chr7	31104259	31109259	+	31106759	protein_coding	KNOWN	3	3	4	3	10	4.59	6.78	8.9				3.46410161513775	0	1	0	0
E230016M11Rik	3130	ENSMUST00000130657	ENSMUSG00000087231	chr6	66984093	66989093	+	66986593	lincRNA	NOVEL	12	9	19	6	14	8.89	20.39	7.96				10.6770782520313	1	1	0	0
E2f1	1210	ENSMUST00000109704	ENSMUSG00000027490	chr2	154392653	154397653	-	154395153	protein_coding	KNOWN	2	7	5	6	7	7.5	6.82	7.97	20.2	15.8	11.3	5.47722557505166	1	1	0	0
E330016A19Rik	4657	ENSMUST00000127190	ENSMUSG00000032344	chr9	78288192	78293192	-	78290692	protein_coding	NOVEL	2	3	5	5	0	0	5.92	0	0.8	1.4	0.1	5	1	0	0	0
Ecm1	1626	ENSMUST00000144958	ENSMUSG00000028108	chr3	95536441	95541441	-	95538941	protein_coding	KNOWN	2	3	0	0	5	0	0	6.76	1.5	2.2	1.6	3	0	1	0	0
Eef1a1	4657	ENSMUST00000143570	ENSMUSG00000037742	chr9	78324808	78329808	-	78327308	protein_coding	KNOWN	1	3	8	7	7	0	13.07	8.77				7.48331477354788	1	1	0	0
Egln3	5995	ENSMUST00000039516	ENSMUSG00000035105	chr12	55302347	55307347	-	55304847	protein_coding	KNOWN	0	1	5	7	0	0	11.2	0	4.2	3.6	8.4	5.91607978309962	1	0	0	0
Ehbp1l1	8324	ENSMUST00000049295	ENSMUSG00000024937	chr19	5723817	5728817	-	5726317	protein_coding	KNOWN	0	1	0	0	7	0	0	5.16	0.6	2	0.5	0	0	1	0	0
Eif4a1	5565	ENSMUST00000140186	ENSMUSG00000059796	chr11	69479065	69484065	-	69481565	protein_coding	KNOWN	2	9	7	6	16	4.26	5.03	5.65	52.5	85.9	114.5	6.48074069840786	1	1	0	0
Eif4a2	7434	ENSMUST00000023599	ENSMUSG00000022884	chr16	23105017	23110017	+	23107517	protein_coding	KNOWN	18	25	21	34	43	9.62	10.67	15.08	318.8	131.6	84.4	26.7207784317748	1	1	0	1
Elane	5111	ENSMUST00000046091	ENSMUSG00000020125	chr10	79346557	79351557	+	79349057	protein_coding	KNOWN	0	0	0	1	5	0	0	5.72	0	0.1	0	0	0	1	0	1
Elf3	449	ENSMUST00000003135	ENSMUSG00000003051	chr1	137152549	137157549	-	137155049	protein_coding	KNOWN	1	16	6	14	6	14.3	14.31	5.35	33.6	19.6	4.1	9.16515138991168	1	1	1	0
Elovl6	1732	ENSMUST00000071402	ENSMUSG00000041220	chr3	129232804	129237804	+	129235304	protein_coding	KNOWN	4	15	8	16	4	7.28	8.8	0				11.3137084989848	1	0	1	0
Enah	615	ENSMUST00000078719	ENSMUSG00000022995	chr1	183947611	183952611	-	183950111	protein_coding	KNOWN	73	22	63	9	7	37.72	16.21	0	41.6	104.8	33.4	23.8117617995813	1	0	0	1
Enc1	6557	ENSMUST00000041623	ENSMUSG00000041773	chr13	98008560	98013560	+	98011060	protein_coding	KNOWN	7	8	10	10	0	3.23	5.34	0	15.2	46.3	69.7	10	1	0	1	0
Enc1	6559	ENSMUST00000041623	ENSMUSG00000041773	chr13	98008560	98013560	+	98011060	protein_coding	KNOWN	3	9	9	7	8	6.99	12.25	6.79	15.2	46.3	69.7	7.93725393319377	1	1	1	1
Enpep	1732	ENSMUST00000169240	ENSMUSG00000028024	chr3	129009452	129014452	-	129011952	protein_coding	KNOWN	2	1	4	12	0	0	18.15	0	0	0	0	6.92820323027551	1	0	0	0
Ensa	1626	ENSMUST00000058230	ENSMUSG00000038619	chr3	95426402	95431402	+	95428902	protein_coding	KNOWN	7	2	9	8	24	0	7.24	6.51	33.1	25.4	22	8.48528137423857	1	1	0	0
Epb4.9	6887	ENSMUST00000110984	ENSMUSG00000022099	chr14	71024365	71029365	-	71026865	protein_coding	KNOWN	15	18	19	7	24	14.13	10.19	9	25.5	27.7	2.8	20.4939015319192	1	1	0	1
Epha2	2291	ENSMUST00000006614	ENSMUSG00000006445	chr4	140854655	140859655	+	140857155	protein_coding	KNOWN	4	3	5	4	27	0	7.35	19.6	13.8	42.9	48	7.48331477354788	1	1	1	0
Epha2	2292	ENSMUST00000006614	ENSMUSG00000006445	chr4	140854655	140859655	+	140857155	protein_coding	KNOWN	0	0	2	2	5	0	3.14	6.1	13.8	42.9	48	2	0	1	0	1
Eras	8554	ENSMUST00000033500	ENSMUSG00000031160	chrX	7503233	7508233	-	7505733	protein_coding	KNOWN	17	7	9	4	9	20.6	11.46	11.67	2.4	44.3	41.7	6	1	1	0	1
Ergic1	7728	ENSMUST00000167662	ENSMUSG00000001576	chr17	26695934	26700934	+	26698434	protein_coding	KNOWN	4	2	11	4	7	0	12.42	8.29	30.1	34.7	68.2	11.4891252930761	1	1	0	1
Esrrb	6112	ENSMUST00000167891	ENSMUSG00000021255	chr12	87808567	87813567	+	87811067	protein_coding	KNOWN	16	17	23	5	0	9.29	7.95	0	121.2	91.1	0.4	10.7238052947636	1	0	0	0
Esrrb	6113	ENSMUST00000167891	ENSMUSG00000021255	chr12	87808567	87813567	+	87811067	protein_coding	KNOWN	21	2	21	4	0	10.19	11.2	0	121.2	91.1	0.4	28.2842712474619	1	0	0	0
Etl4	746	ENSMUST00000045555	ENSMUSG00000036617	chr2	20429174	20434174	+	20431674	protein_coding	KNOWN	0	2	5	9	9	0	13.81	7.52	35.6	27.6	12	7.07106781186548	1	1	1	0
Etnk1	3437	ENSMUST00000032413	ENSMUSG00000030275	chr6	143113250	143118250	+	143115750	protein_coding	KNOWN	44	38	26	9	11	36.73	13.79	15.3	85	48.5	43.3	15.2970585407784	1	1	0	1
F2rl1	6544	ENSMUST00000022185	ENSMUSG00000021678	chr13	96292695	96297695	-	96295195	protein_coding	KNOWN	21	14	40	16	13	8.6	12.98	0	26.8	35.5	31.9	25.298221281347	1	0	1	1
Fabp12	1392	ENSMUST00000119761	ENSMUSG00000027530	chr3	10298674	10303674	-	10301174	protein_coding	KNOWN	0	0	0	0	6	0	0	7.69	0	0	0	0	0	1	0	0
Fabp3	2223	ENSMUST00000070532	ENSMUSG00000028773	chr4	129983339	129988339	+	129985839	protein_coding	KNOWN	5	4	7	10	5	0	7.52	4.55	295.6	48.3	7.2	8.36660026534076	1	0	0	0
Fam108c	3685	ENSMUST00000131505	ENSMUSG00000038459	chr7	91293825	91298825	-	91296325	protein_coding	KNOWN	2	1	1	6	5	0	5.83	6.24	18.8	31.3	46.4	2.44948974278318	0	1	0	1
Fam113b	7318	ENSMUST00000059433	ENSMUSG00000044250	chr15	97075038	97080038	+	97077538	protein_coding	KNOWN	1	1	0	2	8	0	0	8.08	28.8	20.4	6.8	0	0	1	0	1
Fam131c	2291	ENSMUST00000006380	ENSMUSG00000006218	chr4	140921635	140926635	+	140924135	protein_coding	KNOWN	0	3	3	3	10	0	3.12	6.61	0.4	1.1	1.5	3	0	1	0	0
Fam131c	2292	ENSMUST00000006380	ENSMUSG00000006218	chr4	140921635	140926635	+	140924135	protein_coding	KNOWN	1	8	5	7	0	6.98	10.8	0	0.4	1.1	1.5	5.91607978309962	1	0	0	0
Fam134b	7104	ENSMUST00000022881	ENSMUSG00000022270	chr15	25770519	25775519	+	25773019	protein_coding	KNOWN	5	4	2	2	6	4.46	0	9.05	14.6	3.3	8.8	2	0	1	0	0
Fam160b2	6887	ENSMUST00000022690	ENSMUSG00000022095	chr14	70997142	71002142	-	70999642	protein_coding	KNOWN	8	5	13	3	9	4.27	5.44	5.63	6.3	4.9	5.4	6.2449979983984	1	1	0	0
Fam171a2	5741	ENSMUST00000145190	ENSMUSG00000034685	chr11	102298591	102303591	-	102301091	protein_coding	KNOWN	3	6	5	8	0	5.35	6.53	0	0.3	1.2	2.9	6.32455532033676	1	0	0	0
Fam53a	2465	ENSMUST00000065162	ENSMUSG00000037339	chr5	33969061	33974061	-	33971561	protein_coding	KNOWN	1	3	7	6	3	0	5.38	0	12.2	11	17.9	6.48074069840786	1	0	0	0
Fam89b	8324	ENSMUST00000116558	ENSMUSG00000024939	chr19	5727133	5732133	-	5729633	protein_coding	KNOWN	0	1	0	0	6	0	0	5.17				0	0	1	0	0
Fanci	3652	ENSMUST00000126456	ENSMUSG00000039187	chr7	86534315	86539315	+	86536815	protein_coding	KNOWN	0	4	1	0	8	0	0	9.37	23.1	19.6	11.1	0	0	1	0	0
Fau	8324	ENSMUST00000043074	ENSMUSG00000038274	chr19	6055393	6060393	+	6057893	protein_coding	KNOWN	0	2	2	0	5	0	0	5.57	13.3	12.3	6.7	0	0	1	0	0
Fblim1	2291	ENSMUST00000137491	ENSMUSG00000006219	chr4	141149884	141154884	-	141152384	protein_coding	KNOWN	1	2	0	0	7	0	0	12.84	39.3	68.5	21.1	0	0	1	0	0
Fblim1	2292	ENSMUST00000137491	ENSMUSG00000006219	chr4	141149884	141154884	-	141152384	protein_coding	KNOWN	5	18	14	28	0	5.2	8.06	0	39.3	68.5	21.1	19.7989898732233	1	0	1	0
Fbxo2	2317	ENSMUST00000047951	ENSMUSG00000041556	chr4	147532230	147537230	+	147534730	protein_coding	KNOWN	2	5	3	10	9	4.51	6.8	7.51	1.3	7.1	3.4	5.47722557505166	1	1	0	0
Fbxo36	282	ENSMUST00000097672	ENSMUSG00000073633	chr1	84833916	84838916	+	84836416	protein_coding	KNOWN	20	1	24	2	10	8.19	14.38	7.89	2.9	1.9	1.6	41.2310562561766	1	1	0	0
Fbxo42	2291	ENSMUST00000030757	ENSMUSG00000028920	chr4	140701328	140706328	+	140703828	protein_coding	KNOWN	0	4	0	0	7	0	0	6.17	8.2	10.8	8.3	0	0	1	0	0
Fbxo44	2317	ENSMUST00000153703	ENSMUSG00000029001	chr4	147530208	147535208	-	147532708	protein_coding	KNOWN	5	8	6	5	9	6.23	6.8	7.51	5.9	1.4	5.8	5.47722557505166	1	1	0	0
Fbxo6	2317	ENSMUST00000126615	ENSMUSG00000055401	chr4	147521328	147526328	-	147523828	protein_coding	KNOWN	0	6	4	8	7	0	7.19	5.52	24.2	13.1	8.8	5.91607978309962	1	1	0	0
Fgd2	7747	ENSMUST00000123989	ENSMUSG00000024013	chr17	29495359	29500359	+	29497859	protein_coding	KNOWN	2	2	0	2	5	0	0	6.59	0.3	1.2	1.8	0	0	1	0	0
Fgf1	8140	ENSMUST00000040647	ENSMUSG00000036585	chr18	39075925	39080925	-	39078425	protein_coding	KNOWN	0	0	0	0	6	0	0	5.56	0.2	2.7	0.2	0	0	1	0	0
Fgf15	3914	ENSMUST00000033389	ENSMUSG00000031073	chr7	152079937	152084937	+	152082437	protein_coding	KNOWN	6	20	15	19	0	7.49	8.22	0	0.1	7.3	12.5	16.8819430161341	1	0	0	0
Fgf17	6887	ENSMUST00000022697	ENSMUSG00000022101	chr14	71039575	71044575	-	71042075	protein_coding	KNOWN	23	43	40	51	24	15.05	17.54	6.74	1.3	14.6	1.2	45.1663591625449	1	1	1	0
Fgf21	3568	ENSMUST00000033099	ENSMUSG00000030827	chr7	52868360	52873360	-	52870860	protein_coding	KNOWN	2	7	3	5	10	3.84	0	6.47	0	0.2	0.2	3.87298334620742	0	1	0	0
Fgf3	3914	ENSMUST00000155320	ENSMUSG00000031074	chr7	152021488	152026488	+	152023988	protein_coding	KNOWN	3	6	9	13	18	0	5.21	6.15	2.5	1.1	0.2	10.816653826392	1	1	0	0
Fgf4	3914	ENSMUST00000060336	ENSMUSG00000050917	chr7	152044791	152049791	+	152047291	protein_coding	KNOWN	13	19	29	26	0	4.33	5.74	0	115.1	69.3	9.5	27.459060435492	1	0	1	1
Fgfr2	3856	ENSMUST00000124096	ENSMUSG00000030849	chr7	140312533	140317533	-	140315033	protein_coding	KNOWN	36	16	35	13	6	13.2	12.38	3.28	0.5	4.4	2.9	21.3307290077015	1	0	0	0
Fhad1	2295	ENSMUST00000105779	ENSMUSG00000051435	chr4	141565052	141570052	-	141567552	protein_coding	KNOWN	3	9	9	8	0	7.26	10.28	0	0.1	0.1	0.4	9.48683298050514	1	0	0	1
Fiz1	3475	ENSMUST00000077385	ENSMUSG00000061374	chr7	4962344	4967344	-	4964844	protein_coding	KNOWN	2	0	0	1	6	0	0	5.55	24.8	28.9	19.6	0	0	1	0	0
Fn1	230	ENSMUST00000055226	ENSMUSG00000026193	chr1	71697245	71702245	-	71699745	protein_coding	KNOWN	2	0	1	2	7	0	0	15.62	159.9	80	35.1	1.4142135623731	0	1	0	0
Fnbp1	803	ENSMUST00000128431	ENSMUSG00000075415	chr2	30908464	30913464	-	30910964	protein_coding	KNOWN	10	11	20	16	5	0	10.62	6.23	8.8	8.5	6.6	17.8885438199983	1	1	0	0
Foxj2	3347	ENSMUST00000003238	ENSMUSG00000003154	chr6	122767432	122772432	+	122769932	protein_coding	KNOWN	3	12	4	9	1	9.65	7.55	0	3.3	2.8	7.2	6	1	0	0	1
Foxj2	3348	ENSMUST00000003238	ENSMUSG00000003154	chr6	122767432	122772432	+	122769932	protein_coding	KNOWN	1	7	10	3	1	4.25	8.67	0	3.3	2.8	7.2	5.47722557505166	1	0	0	0
Foxj2	3349	ENSMUST00000003238	ENSMUSG00000003154	chr6	122767432	122772432	+	122769932	protein_coding	KNOWN	4	17	11	11	1	8.85	8.16	0	3.3	2.8	7.2	11	1	0	0	0
Frmd8	8324	ENSMUST00000133729	ENSMUSG00000024816	chr19	5861182	5866182	-	5863682	protein_coding	KNOWN	6	15	14	22	10	3.46	6.49	3.13	12	18.3	24.9	17.5499287747842	1	0	1	0
Ftl1	3568	ENSMUST00000132205	ENSMUSG00000050708	chr7	52711669	52716669	-	52714169	protein_coding	KNOWN	1	4	3	5	12	0	3.52	12.96				3.87298334620742	0	1	0	1
Furin	3658	ENSMUST00000153446	ENSMUSG00000030530	chr7	87541855	87546855	-	87544355	protein_coding	KNOWN	0	1	0	3	6	0	0	6.06	4.8	5.6	10.9	0	0	1	0	0
Furin	3662	ENSMUST00000153446	ENSMUSG00000030530	chr7	87541855	87546855	-	87544355	protein_coding	KNOWN	1	8	0	1	6	4.52	0	5.01	4.8	5.6	10.9	0	0	1	0	0
Fut1	3568	ENSMUST00000008605	ENSMUSG00000008461	chr7	52870476	52875476	+	52872976	protein_coding	KNOWN	2	4	4	12	10	0	8.35	6.47	0.1	0.5	0.7	6.92820323027551	1	1	0	0
Fut2	3568																						0	0	0	1
Fxr2	5565																						0	0	0	1
Fzd6	4954																						0	0	0	1
Fzd9	2830	ENSMUST00000062572	ENSMUSG00000049551	chr5	135724600	135729600	-	135727100	protein_coding	KNOWN	0	0	0	1	6	0	0	8.7	0.6	1.5	0.9	0	0	1	0	0
Gabbr1	7792	ENSMUST00000025338	ENSMUSG00000024462	chr17	37180411	37185411	+	37182911	protein_coding	KNOWN	4	5	10	7	11	5.68	11.41	9.57	49.3	18.4	6.1	8.36660026534076	1	1	1	1
Gabbr1	7794	ENSMUST00000025338	ENSMUSG00000024462	chr17	37180411	37185411	+	37182911	protein_coding	KNOWN	16	27	17	12	9	26.58	19.04	5.96	49.3	18.4	6.1	27.1108834234519	1	1	0	1
Gabpa	7597	ENSMUST00000114184	ENSMUSG00000008976	chr16	84832670	84837670	+	84835170	protein_coding	KNOWN	9	7	22	3	11	8.08	12.42	12.96	29.3	33.5	28.5	8.48528137423857	1	1	0	1
Gadd45a	3130	ENSMUST00000128617	ENSMUSG00000036390	chr6	66984680	66989680	-	66987180	protein_coding	KNOWN	12	9	19	6	14	8.89	20.39	7.96	7.1	44.7	11.7	10.6770782520313	1	1	0	1
Garnl3	817	ENSMUST00000148043	ENSMUSG00000038860	chr2	32939575	32944575	-	32942075	protein_coding	KNOWN	3	4	5	10	0	0	7.86	0	6.2	3	5	7.07106781186548	1	0	0	1
Gata1	8554	ENSMUST00000128449	ENSMUSG00000031162	chrX	7538792	7543792	-	7541292	protein_coding	KNOWN	10	7	11	6	0	9.91	10.03	0	0.5	1.2	1	8.12403840463596	1	0	0	1
Gbx2	315	ENSMUST00000036954	ENSMUSG00000034486	chr1	91827365	91832365	-	91829865	protein_coding	KNOWN	25	7	19	5	7	11.25	8.42	3.27	3.1	9	0.4	9.74679434480896	1	0	1	0
Gdf3	3342	ENSMUST00000032211	ENSMUSG00000030117	chr6	122557605	122562605	-	122560105	protein_coding	KNOWN	7	5	10	5	0	7.78	12.78	0	62.4	55.1	0.5	7.07106781186548	1	0	0	0
Gdf3	3347	ENSMUST00000032211	ENSMUSG00000030117	chr6	122557605	122562605	-	122560105	protein_coding	KNOWN	6	6	2	4	9	3.11	0	5.75	62.4	55.1	0.5	2.82842712474619	0	1	0	0
Gdf3	3348	ENSMUST00000032211	ENSMUSG00000030117	chr6	122557605	122562605	-	122560105	protein_coding	KNOWN	5	7	5	5	5	6.94	5.74	5.85	62.4	55.1	0.5	5	1	1	0	0
Gdf3	3349	ENSMUST00000032211	ENSMUSG00000030117	chr6	122557605	122562605	-	122560105	protein_coding	KNOWN	4	5	10	4	7	5.42	8.36	9.23	62.4	55.1	0.5	6.32455532033676	1	1	0	0
Ggt1	5091	ENSMUST00000145079	ENSMUSG00000006345	chr10	75021849	75026849	+	75024349	protein_coding	KNOWN	4	2	7	5	0	0	7.57	0	4.4	2.2	1.8	5.91607978309962	1	0	0	0
Ggt5	5091																						0	0	0	1
Ggt5	5092																						0	0	0	1
Gja4	2205	ENSMUST00000053753	ENSMUSG00000050234	chr4	126988783	126993783	-	126991283	protein_coding	KNOWN	1	7	3	9	0	3.64	5.48	0	1.8	0.4	0.5	5.19615242270663	1	0	0	0
Gjb3	2205	ENSMUST00000106091	ENSMUSG00000042367	chr4	127003905	127008905	-	127006405	protein_coding	KNOWN	2	5	10	6	4	0	6.08	3.05	115.9	46	1.5	7.74596669241483	1	0	0	0
Gjb4	2205	ENSMUST00000106090	ENSMUSG00000046623	chr4	127028825	127033825	-	127031325	protein_coding	KNOWN	2	2	5	5	10	0	8.35	5.66	3.7	4	0	5	1	1	0	0
Gjb5	2205	ENSMUST00000046498	ENSMUSG00000042357	chr4	127032925	127037925	-	127035425	protein_coding	KNOWN	1	3	3	9	2	0	7.8	0	25.8	21.9	2.6	5.19615242270663	1	0	0	0
Gjd3	5719	ENSMUST00000062931	ENSMUSG00000047197	chr11	98841830	98846830	-	98844330	protein_coding	KNOWN	6	30	5	27	0	6.63	6.16	0	0.1	0	0.1	11.6189500386223	1	0	0	1
Glb1	4766	ENSMUST00000063042	ENSMUSG00000045594	chr9	114307694	114312694	+	114310194	protein_coding	KNOWN	1	9	5	9	7	5.22	7.7	7.92	42.4	19.4	8.6	6.70820393249937	1	1	0	0
Gli2	372	ENSMUST00000161301	ENSMUSG00000048402	chr1	120947416	120952416	-	120949916	protein_coding	KNOWN	17	14	7	19	3	12.59	7.86	0	7	5.1	2.4	11.5325625946708	1	0	1	0
Glod5	8554	ENSMUST00000033503	ENSMUSG00000031163	chrX	7593118	7598118	-	7595618	protein_coding	KNOWN	24	19	30	12	5	11.43	10	0	22.5	14.5	1.7	18.9736659610103	1	0	0	1
Gm10076	6982	ENSMUST00000073238	ENSMUSG00000060143	chr14	106078545	106083545	+	106081045	protein_coding	KNOWN	3	3	4	11	3	0	8.47	0				6.6332495807108	1	0	0	0
Gm10224	3347	ENSMUST00000119496	ENSMUSG00000080932	chr6	122646546	122651546	-	122649046	pseudogene	KNOWN	14	11	22	2	0	13.94	12.23	0				6.6332495807108	1	0	0	0
Gm10224	3348	ENSMUST00000119496	ENSMUSG00000080932	chr6	122646546	122651546	-	122649046	pseudogene	KNOWN	49	32	84	26	0	14.44	24.52	0				46.7332857821917	1	0	0	0
Gm10224	3349	ENSMUST00000119496	ENSMUSG00000080932	chr6	122646546	122651546	-	122649046	pseudogene	KNOWN	18	9	17	9	0	16.62	13.79	0				12.369316876853	1	0	0	0
Gm10244	3044	ENSMUST00000156905	ENSMUSG00000068601	chr6	39367386	39372386	+	39369886	protein_coding	KNOWN	15	30	36	28	3	0	6.68	0				31.7490157327751	1	0	0	1
Gm10244	3045																						0	0	0	1
Gm10282	4116	ENSMUST00000075602	ENSMUSG00000070713	chr8	74826659	74831659	-	74829159	protein_coding	KNOWN	31	14	45	7	0	17.98	20.03	0				17.7482393492989	1	0	0	0
Gm10364	6815	ENSMUST00000076633	ENSMUSG00000072492	chr14	55654799	55659799	+	55657299	processed_transcript	KNOWN	1	5	9	13	0	0	7.59	0				10.816653826392	1	0	0	0
Gm10420	3347	ENSMUST00000079261	ENSMUSG00000072789	chr6	122643490	122648490	+	122645990	pseudogene	KNOWN	10	8	9	8	0	9.73	9.5	0				8.48528137423857	1	0	0	0
Gm10420	3348	ENSMUST00000079261	ENSMUSG00000072789	chr6	122643490	122648490	+	122645990	pseudogene	KNOWN	42	17	36	20	9	18.66	17.53	5.02				26.8328157299975	1	1	0	0
Gm10420	3349	ENSMUST00000079261	ENSMUSG00000072789	chr6	122643490	122648490	+	122645990	pseudogene	KNOWN	11	3	12	6	0	10.02	11.27	0				8.48528137423857	1	0	0	0
Gm10490	8554	ENSMUST00000086274	ENSMUSG00000073290	chrX	7484168	7489168	+	7486668	protein_coding	KNOWN	7	6	5	11	0	9.28	15.07	0				7.41619848709566	1	0	0	0
Gm10491	8554	ENSMUST00000085330	ENSMUSG00000073291	chrX	7482461	7487461	-	7484961	protein_coding	KNOWN	7	6	5	11	6	9.28	15.07	8.29				7.41619848709566	1	1	0	1
Gm10495	7876																						0	0	0	1
Gm10565	2295	ENSMUST00000153023	ENSMUSG00000073728	chr4	141637387	141642387	+	141639887	lincRNA	KNOWN	8	9	8	18	2	4.55	10.04	0	1.2	0.2	0.2	12	1	0	0	0
Gm10570	2223	ENSMUST00000097865	ENSMUSG00000073752	chr4	129983418	129988418	-	129985918	protein_coding	KNOWN	5	4	7	10	5	0	7.52	4.55				8.36660026534076	1	0	0	0
Gm10691	1626	ENSMUST00000098867	ENSMUSG00000074414	chr3	95116539	95121539	-	95119039	protein_coding	KNOWN	0	0	0	1	6	0	0	6.72				0	0	1	0	0
Gm10704	1607	ENSMUST00000098952	ENSMUSG00000074479	chr3	88378563	88383563	-	88381063	pseudogene	KNOWN	11	3	39	17	41	0	8.8	9.68				25.7487863791675	1	1	0	0
Gm10737	6615	ENSMUST00000099180	ENSMUSG00000074662	chr13	110475934	110480934	+	110478434	pseudogene	KNOWN	13	6	25	9	18	9.14	29.02	8.27				15	1	1	0	0
Gm1082	3525	ENSMUST00000124276	ENSMUSG00000062132	chr7	31297641	31302641	+	31300141	processed_transcript	KNOWN	6	2	7	4	0	3	5.89	0				5.29150262212918	1	0	0	0
Gm11019	6557	ENSMUST00000109431	ENSMUSG00000078952	chr13	98202425	98207425	+	98204925	lincRNA	KNOWN	7	5	14	8	0	5.48	14.36	0				10.5830052442584	1	0	0	0
Gm11019	6559	ENSMUST00000109431	ENSMUSG00000078952	chr13	98202425	98207425	+	98204925	lincRNA	KNOWN	9	24	15	20	0	5.8	6.4	0				17.3205080756888	1	0	0	0
Gm11190	5597	ENSMUST00000132487	ENSMUSG00000055045	chr11	77740290	77745290	-	77742790	processed_transcript	NOVEL	7	16	12	18	15	15.52	21.56	8.77	0	0.1	0	14.6969384566991	1	1	0	0
Gm11453	1257	ENSMUST00000117318	ENSMUSG00000080962	chr2	162806497	162811497	-	162808997	pseudogene	KNOWN	0	2	4	9	3	0	5.15	0				6	1	0	0	0
Gm11592	5711	ENSMUST00000133160	ENSMUSG00000086680	chr11	97138942	97143942	+	97141442	processed_transcript	NOVEL	2	2	4	2	5	0	0	5.45				2.82842712474619	0	1	0	0
Gm11611	5711	ENSMUST00000134289	ENSMUSG00000087042	chr11	97380709	97385709	-	97383209	processed_transcript	NOVEL	0	12	4	13	0	4.92	5.88	0				7.21110255092798	1	0	0	0
Gm11614	5711	ENSMUST00000137598	ENSMUSG00000085145	chr11	97582465	97587465	+	97584965	processed_transcript	NOVEL	7	14	12	17	0	7.7	7.7	0				14.2828568570857	1	0	0	0
Gm11616	5741	ENSMUST00000126237	ENSMUSG00000087330	chr11	102235834	102240834	-	102238334	processed_transcript	NOVEL	8	16	11	27	12	8.86	14.82	5.46				17.2336879396141	1	1	0	0
Gm11631	5711	ENSMUST00000119220	ENSMUSG00000084079	chr11	97922702	97927702	+	97925202	pseudogene	KNOWN	1	1	5	5	0	0	5.85	0				5	1	0	0	0
Gm11712	5768	ENSMUST00000129139	ENSMUSG00000087683	chr11	107245797	107250797	+	107248297	processed_transcript	NOVEL	11	18	13	11	0	7.97	9.6	0				11.9582607431014	1	0	0	0
Gm11713	5768	ENSMUST00000139941	ENSMUSG00000085245	chr11	107269204	107274204	+	107271704	processed_transcript	NOVEL	27	48	24	26	0	22.93	10.68	0				24.9799919935936	1	0	0	0
Gm11714	5768	ENSMUST00000136927	ENSMUSG00000087113	chr11	107287090	107292090	+	107289590	lincRNA	NOVEL	42	53	48	66	0	16.24	20.15	0				56.2849891178812	1	0	0	0
Gm11716	5768	ENSMUST00000154414	ENSMUSG00000086298	chr11	107196864	107201864	+	107199364	processed_transcript	NOVEL	4	5	9	4	0	0	7.01	0				6	1	0	0	0
Gm11725	5831	ENSMUST00000125607	ENSMUSG00000085434	chr11	117730064	117735064	+	117732564	processed_transcript	NOVEL	1	13	4	12	16	7.22	11.67	13.22				6.92820323027551	1	1	0	0
Gm11730	5819	ENSMUST00000147186	ENSMUSG00000087057	chr11	116955841	116960841	-	116958341	processed_transcript	NOVEL	16	46	25	35	0	7.23	7.95	0				29.5803989154981	1	0	0	1
Gm11745	5819	ENSMUST00000121669	ENSMUSG00000084052	chr11	116993412	116998412	+	116995912	pseudogene	KNOWN	3	21	7	27	0	3.79	9.55	0				13.7477270848675	1	0	0	0
Gm11992	5331	ENSMUST00000043285	ENSMUSG00000040978	chr11	8946097	8951097	+	8948597	protein_coding	NOVEL	9	9	10	5	11	7.55	7.3	5.41	0.1	0.1	2.4	7.07106781186548	1	1	0	1
